CollectionName;Labels;is_desired_language
BPMAI;['Calculation', 'of', 'Duties', 'and', 'taxes', 'Checking', 'Documents', 'Examination', 'and', 'Clearance', 'Exemption', 'of', 'duties', 'and', 'taxes', 'No', 'exemption', 'of', 'Duties', 'and', 'Taxes', 'Processing', 'Import', 'Permit', 'Register', 'Custom', 'Declaration', 'and', 'support', 'documents', 'Release', 'goods', 'Undertake', 'Bank', 'Payment'];True
BPMAI;['Advisor', 'examine', 'request', 'check', 'form', 'Coordinator', 'examine', 'request', 'deduct', 'amount', 'from', 'personal', 'fund', 'budget', 'email', 'phd', 'Office', 'Email', 'PhD', 'Office', 'email', 'reminder', 'to', 'approve', 'r', 'fill', 'the', 'form', 'first', 'deadline', 'first', 'deadline', 'fix', 'the', 'form', 'fixable', 'F', 'under', 'examiner', 'eq', 'est', 'if', 'personal', 'fund', 'request', '0', 'not', 'fixable', 'not', 'valid', 'notify', 'advisor', 'by', 'email', 'notify', 'approved', 'notify', 'Fun', 'derby', 'email', 'notify', 'not', 'valid', 'reason', 'notify', 'rejected', 'and', 'reason', 'other', 'fund', 'request', '0', 'fund', 'manager', 'coordinator', 'restore', 'amount', 'back', 'to', 'personal', 'funds', 'second', 'deadline', 'second', 'deadline', 'send', 'documentation', 'to', 'admin', 'office', 'Send', 'reminder', 't', 'oF', 'under', 'valid'];True
BPMAI;['1', 'day', '2', 'days', 'Breast', 'clinic', 'Breast', 'clinic', 'cancer', 'confirmed', 'Current', 'situations', 'Priorities', 'of', 'concerns', 'Current', 'situations', 'Priorities', 'of', 'concerns', 'Develop', 'treatment', 'plans', 'Diagnosis', 'Diagnosis', 'result', 'Examination', 'Examination', 'results', 'Examination', 'results', 'Express', 'questions', 'and', 'concerns', 'Fill', 'out', 'preferences', 'for', 'treatment', 'Fill', 'out', 'question', 'ni', 'are', 'Find', 'a', 'specialist', 'Followup', 'care', 'Followup', 'History', 'and', 'questions', 'Mammography', 'la', 'border', 'Mammography', 'results', 'Mammography', 'results', 'Mammography', 'test', 'Medical', 'problem', 'NAB', 'test', 'NAB', 'test', 'results', 'NAB', 'test', 'results', 'no', 'abnormalities', 'no', 'abnormalities', 'Nurse', 'specialist', 'Order', 'lab', 'tests', 'Pathologist', 'Pathologist', 'Patient', 'Patient', 'patient', 'has', 'no', 'abnormalities', 'patient', 'information', 'Preference', 'profile', 'Preference', 'profile', 'Primary', 'cancer', 'confirmed', 'Primary', 'care', 'doctor', 'Primary', 'care', 'doctor', 'Radiologist', 'Receive', 'la', 'border', 'Receive', 'doctor', 'notes', 'Receive', 'mammography', 'results', 'Receive', 'Mammography', 'results', 'Receive', 'NAB', 'results', 'Receive', 'NAB', 'results', 'Receive', 'referral', 'info', 'hand', 'off', 'notice', 'Refer', 'back', 'to', 'PCP', 'Referral', 'received', 'Regular', 'checkup', 'Schedule', 'needle', 'aspiration', 'biopsy', 'NAB', 'Schedule', 'appointment', 'Self', 'care', 'Send', 'NAB', 'results', 'Send', 'patient', 'referral', 'Send', 'test', 'results', 'Surgical', 'on', 'colo', 'gist', 'Suspect', 'breast', 'cancer', 'Tolerance', 'test', 'Treatment', 'Trigger', 'alert', 'Trigger', 'alert', 'Wheelchair', 'service'];True
BPMAI;['Accounting', 'Back', 'order', 'if', 'Necessary', 'Creates', 'a', 'Sales', 'Order', 'Creates', 'Quotation', 'Customer', 'Customer', 'Customer', 'Receives', 'In', 'voice', 'If', 'Payment', 'Not', 'Received', 'on', 'time', 'Items', 'are', 'Needed', 'Order', 'Complete', 'Payment', 'Payment', 'Reminder', 'Prepare', 'In', 'voice', 'for', 'Customer', 'Prepares', 'Shipment', 'Process', 'Payment', 'Receive', 'In', 'voice', 'Receive', 'Quotation', 'Receive', 'Payment', 'Reminder', 'Receive', 'purchase', 'requisition', 'Receives', 'Sale', 'order', 'from', 'Warehouse', 'Receives', 'Sales', 'Order', 'Sales', 'Send', 'In', 'voice', 'Send', 'Quotation', 'Send', 'In', 'voice', 'to', 'Customer', 'Send', 'purchase', 'requisition', 'Send', 'Customers', 'Package', 'Via', 'Truck', 'or', 'Airline', 'Send', 'Payment', 'Send', 'Payment', 'Reminder', 'Sending', 'an', 'inquiry', 'on', 'products', 'availability', 'Supplier', 'Supplier', 'Transaction', 'is', 'Complete', 'Update', 'Sales', 'Order', 'and', 'add', 'Shipped', 'By', 'Verifies', 'Pricing', 'and', 'terms', 'of', 'items', 'Verify', 'Sufficient', 'Quantity', 'of', 'Items', 'are', 'Available', 'Wait', 'for', 'Quotation', 'Waiting', 'for', 'purchase', 'in', 'voice', 'and', 'shipment', 'Waits', 'for', 'Customer', 'to', 'verify', 'terms', 'and', 'price', 'Warehouse'];True
BPMAI;['Account', 'Receivable', 's', 'Administration', 'Office', 'Allocating', 'invoices', 'Customer', 'Data', 'Entry', 'Office', 'Dispense', 'Parked', 'invoices', 'Forward', 'cat', 'or', 'gori', 'sedin', 'voices', 'Forward', 'validated', 'invoices', 'Forward', 'validated', 'invoices', 'Mail', 'Center', 'Master', 'Data', 'Entry', 'Office', 'Notify', 'incomplete', 'invoices', 'Notify', 'registration', 'complete', 'Payment', 'Office', 'Registry', 'Request', 'new', 'vendor', 'registration', 'in', 'SAP', 'Return', 'error', 'invoices', 'Return', 'incomplete', 'invoices', 'Send', 'Payment', 'Report', 'Send', 'Payment', 'Report', 'Send', 'Payment', 'Report', 'Validation', 'Office'];True
BPMAI;['Accounting', 'Accounting', 'In', 'voice', 'Packing', 'List', 'Purchase', 'Order', 'Purchasing', 'Purchasing', 'Supplier', 'Supplier', 'Warehouse', 'Warehouse'];True
BPMAI;['approve', 'automatically', 'check', 'amount', 'Clerk', 'evaluate', 'expense', 'report', 'Expense', 'report', 'Expense', 'report', 'not', 'ok', 'ok', 'receive', 'report', 'review', 'report', 'not', 'ok', 'review', 'report', 'ok', 'Supervisor', 'to', 'or', 'over', '200', 'under', '200'];True
BPMAI;['confirmed', 'confirmed', 'packaged', 'Archive', 'order', 'Ask', 'shipping', 'address', 'Check', 'raw', 'materials', 'availability', 'Check', 'stock', 'availability', 'Confirm', 'order', 'Default', 'Input', 'Set', 'Default', 'Input', 'Set', 'Default', 'Input', 'Set', 'Default', 'Input', 'Set', 'Default', 'Input', 'Set', 'Default', 'Input', 'Set', 'Default', 'Input', 'Set', 'Default', 'Input', 'Set', 'Default', 'Input', 'Set', 'Default', 'Input', 'Set', 'Default', 'Input', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'Emit', 'in', 'voice', 'ERP', 'System', 'In', 'voice', 'Manufacture', 'product', 'Order', 'fulfilled', 'Orders', 'DB', 'Orders', 'DB', 'Product', 'Product', 'Product', 'product', 'in', 'stock', 'product', 'not', 'in', 'stock', 'Products', 'warehouse', 'Products', 'warehouse', 'Purchase', 'order', 'Purchase', 'order', 'Purchase', 'order', 'Purchase', 'order', 'confirmed', 'Purchase', 'order', 'confirmed', 'Purchase', 'order', 'received', 'Purchase', 'raw', 'materials', 'from', 'Supplier', '1', 'Purchase', 'raw', 'materials', 'from', 'Supplier', '2', 'Raw', 'materials', 'Raw', 'materials', 'Raw', 'materials', 'Raw', 'materials', 'raw', 'materials', 'provided', 'by', 'Supplier', '1', 'raw', 'materials', 'provided', 'by', 'Supplier', '2', 'Retrieve', 'product', 'from', 'warehouse', 'Sales', 'Seller', 'Seller', 'Ship', 'product', 'Shipping', 'address', 'Shipping', 'address', 'Shipping', 'address', 'Suppliers', 'catalog', 'Suppliers', 'catalog', 'WarehouseD', 'B', 'WarehouseD', 'B', 'Warehouse', 'Distribution'];True
BPMAI;['9', 'amon', 'next', 'working', 'day', 'Add', 'vendor', 'master', 'record', 'Admin', 'Officer', 'Batched', 'and', 'allocated', 'to', 'Data', 'Entry', 'Officer', 'Call', 'client', 'Call', 'client', 'Check', 'for', 'in', 'voice', 'compliance', 'Check', 'for', 'in', 'voice', 'complete', 'nc', 'ess', 'Check', 'for', 'in', 'voice', 'completeness', 'Check', 'for', 'in', 'voice', 'compliance', 'Check', 'for', 'SLA', 'Clarify', 'situation', 'Clear', 'out', 'box', 'of', 'Data', 'Entry', 'Officer', 'every', 'hour', 'Client', 'Client', 'Collect', 'invoices', 'from', 'admin', 'office', 'at', '10', 'am', 'Complete', 'Completeness', 'checked', 'Compliant', 'Data', 'Entry', 'Officer', 'Default', 'Input', 'Set', 'Default', 'Input', 'Set', 'Default', 'Input', 'Set', 'Default', 'Input', 'Set', 'Default', 'Input', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'Details', 'acknowledgement', 'Do', 'nothing', 'Does', 'not', 'knowS', 'LA', 'Enter', 'deadline', 'for', 'processing', 'in', 'voice', 'Followup', 'Incomplete', 'Information', 'received', 'Information', 'requested', 'In', 'voice', 'returned', 'In', 'voice', 'Non', 'compliant', 'In', 'voice', 'Non', 'compliant', 'In', 'voice', 'compliant', 'In', 'voice', 'compliant', 'In', 'voice', 'disregarded', 'In', 'voice', 'entry', 'form', 'In', 'voice', 'entry', 'form', 'In', 'voice', 'entry', 'form', 'In', 'voice', 'entry', 'form', 'In', 'voice', 'entry', 'form', 'In', 'voice', 'has', 'vendor', 'number', 'In', 'voice', 'ready', 'for', 'Validation', 'In', 'voice', 'ready', 'for', 'verification', 'In', 'voice', 'returned', 'In', 'voice', 'returned', 'Invoices', 'with', 'error', 'Invoices', 'with', 'error', 'Knows', 'SLA', 'Lookup', 'excel', 'file', 'Lookup', 'vendor', 'number', 'in', 'SAP', 'system', 'Mail', 'Centre', 'Staff', 'Mark', 'as', 'urgent', 'with', 'red', 'stamp', 'No', 'vendor', 'number', 'No', 'vendor', 'number', 'Not', 'urgent', 'Out', 'box', 'cleared', 'Process', 'in', 'voice', 'Process', 'invoices', 'Process', 'invoices', 'from', 'previous', 'days', 'Process', 'non', 'compliant', 'in', 'voice', 'Return', 'by', 'mail', 'Return', 'in', 'voice', 'to', 'Data', 'Entry', 'Officer', 'Send', 'reminder', 'letter', 'Sending', 'of', 'reminder', 'letter', 'stopped', 'Sent', 'to', 'experienced', 'S', 'SP', 'member', 'SLA', 'checked', 'SLA', 'excel', 'file', 'SLA', 'excel', 'file', 'SLA', 'excel', 'file', 'Sort', 'urgent', 'invoices', 'first', 'S', 'SP', 'S', 'SP', 'Take', 'to', 'out', 'box', 'Tick', 'No', 'Tick', 'Yes', 'Urgent', 'Validation', 'officer'];True
BPMAI;['x', 'a', '0', 'x', 'a', '0', 'x', 'a', '0', 'x', 'a', '0', 'x', 'a', '0', 'x', 'a', '0', 'x', 'a', '0', 'x', 'a', '0', 'x', 'a', '0', 'x', 'a', '0', 'x', 'a', '0', 'x', 'a', '0'];True
BPMAI;['5', 'min', 'activate', 'buzzer', 'to', 'in', 'form', 'customer', 'meal', 'is', 'ready', 'Buz', 'er', 'to', 'the', 'customer', 'buzzer', 'rings', 'call', 'customer', 'until', 'he', 'arrives', 'Choose', 'a', 'meal', 'collect', 'and', 'eat', 'food', 'customer', 'appears', 'at', 'the', 'service', 'desk', 'Enter', 'order', 'POS', 'and', 'collect', 'money', 'Enter', 'restaurant', 'food', 'delivered', 'food', 'prepared', 'goto', 'service', 'area', 'and', 'handover', 'the', 'buzzer', 'Guest', 'Guest', 'handover', 'the', 'meal', 'hunger', 'felt', 'hunger', 'satisfied', 'meal', 'is', 'in', 'the', 'hatch', 'Meal', 'preparation', 'Meal', 'preparation', 'order', 'details', 'Order', 'received', 'Order', 'received', 'Order', 'food', 'Order', 'processing', 'Order', 'processing', 'Prepare', 'the', 'food', 'and', 'place', 'it', 'in', 'the', 'hatch', 'Setup', 'a', 'buz', 'er', 'and', 'give', 'it', 'to', 'customer', 'wait', 'until', 'buzzer', 'rings', 'wait', 'until', 'food', 'is', 'ready', 'wait', 'until', 'turn', 'arrives'];True
BPMAI;['x', 'a', '0', 'x', 'a', '0', 'x', 'a', '0', 'x', 'a', '0', 'x', 'a', '0'];True
BPMAI;['Accept', 'term', 'and', 'Condition', 'Add', 'user', 'details', 'to', 'BCC', 'BCC', 'Server', 'BCC', 'Server', 'Display', 'registration', 'page', 'Enter', 'new', 'user', 'account', 'details', 'Enter', 'user', 'email', 'age', 'and', 'question', 'Error', 'message', 'Error', 'message', 'In', 'vail', 'd', 'In', 'vail', 'd', 'Invalid', 'details', 'Invalid', 'details', 'Invalid', 'info', 'Logo', 'in', 'Send', 'error', 'mes', 'age', 'Send', 'the', 'user', 'error', 'Message', 'StartUp', 'BCC', 'app', 'The', 'User', 'The', 'User', 'User', 'details', 'User', 'entered', 'details', 'are', 'vail', 'd', 'Vail', 'd', 'Vail', 'd', 'Valid', 'Verify', 'user', 'details', 'Verify', 'user', 'email', 'age', 'and', 'question'];True
BPMAI;['customer', 'customer', 'contacted', 'for', 'collection', 'customers', 'details', 'are', 'recorded', 'NO', 'parts', 'provision', 'parts', 'provision', 'payment', 'payment', 'request', 'part', 'stock', 'stock', 'supply', 'parts', 'in', 'stock'];True
BPMAI;['Accounts', 'payable', 'Acme', 'Company', 'Acme', 'Company', 'Check', 'Inventory', 'Level', 'Create', 'Purchase', 'Order', 'Inventory', 'Minimum', 'Level', 'Inventory', 'Minimum', 'Level', 'Issue', 'Payment', 'to', 'Supplier', 'Purchase', 'Order', 'approved', 'Purchase', 'Order', 'Received', 'Purchase', 'Order', 'Rejected', 'Receive', 'In', 'voice', 'Receive', 'Packing', 'Slip', 'Record', 'In', 'voice', 'Record', 'Packing', 'Slip', 'Release', 'Funds', 'for', 'Payment', 'Request', 'Purchase', 'Order', 'Requester', 'Reserve', 'Funds', 'for', 'Payment', 'Resupply', 'Cycle', 'triggered', 'Review', 'Purchase', 'Order', 'Rework', 'Purchase', 'Order', 'Send', 'Purchase', 'Order', 'to', 'Supplier', 'Supervisor', 'Supplier', 'Supplier', 'Supplier', 'Receives', 'Payment', 'Warehouse'];True
BPMAI;['Aska', 'certificate', 'Collect', 'data', 'Default', 'Input', 'Set', 'Default', 'Input', 'Set', 'Default', 'Input', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'Different', 'certificates', 'certificate', 'for', 'travel', 'Different', 'certificates', 'certificate', 'for', 'travel', 'If', 'de', 'fen', 'it', 'ely', 'it', 'cannot', 'be', 'provided', 'Francesca', 'can', 'say', 'togo', 'to', 'anther', 'office', 'If', 'de', 'fen', 'it', 'ely', 'it', 'cannot', 'be', 'provided', 'Francesca', 'can', 'say', 'togo', 'to', 'anther', 'office', 'It', 'can', 'be', 'a', 'sub', 'process', 'with', 'a', 'timer', 'It', 'can', 'take', 'some', 'days', 'also', 'if', 'they', 'are', 'not', 'available', 'It', 'can', 'be', 'a', 'sub', 'process', 'with', 'a', 'timer', 'It', 'can', 'take', 'some', 'days', 'also', 'if', 'they', 'are', 'not', 'available', 'Mir', 'ta', 'or', 'Manuel', 'signature', 'more', 'data', 'Only', 'if', 'there', 'ce', 'ip', 'ien', 'tisa', 'private', 'italian', 'or', 'foreign', 'institute', 'Only', 'if', 'there', 'ce', 'ip', 'ien', 'tisa', 'private', 'italian', 'or', 'foreign', 'institute', 'PhD', 'school', 'PhD', 'school', 'PhD', 'secretary', 'Francesca', 'Print', 'the', 'certificate', 'Provide', 'data', 'Receive', 'the', 'certificate', 'Re', 'in', 'burs', 'ment', 'and', 'other', 'info', 'that', 'can', 'be', 'missing', 'Re', 'in', 'burs', 'ment', 'and', 'other', 'info', 'that', 'can', 'be', 'missing', 'Send', 'the', 'certificate', 'to', 'the', 'student', 'Student'];True
BPMAI;['ABC', 'Company', 'ABC', 'Company', 'Accounting', 'In', 'voice', 'Packing', 'List', 'Purchased', 'Order', 'is', 'Sent', 'Purchasing', 'Supplier', 'Supplier', 'WareHouse'];True
BPMAI;['Add', 'Vendor', 'to', 'In', 'voice', 'Entry', 'Form', 'Enter', 'in', 'voice', 'details', 'in', 'SAP', 'Sort', 'by', 'highest', 'amount', 'Sort', 'by', 'Vendor'];True
BPMAI;['Decide', 'Receive', 'Job', 'Application', 'Request', 'Reference', 'of', 'the', 'Last', 'Completed', 'Education', 'Request', 'Reference', 'of', 'the', 'Last', 'Job', 'Request', 'Reference', 'of', 'the', 'Second', 'Last', 'Job', 'Request', 'References', 'The', 'process', 'is', 'continued', 'when', 'two', 'of', 'the', 'three', 'requested', 'references', 'arrived', 'The', 'last', 'arriving', 'reference', 'is', 'then', 'ignored'];True
BPMAI;['Daily', 'Inventory', 'Order', 'List', 'Send', 'Email', 'Trigger', 'to', 'Daily', 'Inventory', 'Order', 'List', 'Send', 'Email', 'Trigger', 'to', 'Auckland', 'Sales', 'w', 'Order', 'for', 'Inventory', 'Pickup', 'Send', 'Email', 'Trigger', 'to', 'Kinshasa', 'Sales', 'With', 'Manufacturing', 'Order', 'Send', 'In', 'voice', 'to', 'Grenoble', 'Accounts', 'Payable', 'Send', 'In', 'voice', 'to', 'Grenoble', 'Accounts', 'Payable', 'ACCOUNTS', 'PAYABLE', 'Gino', 'Auckland', 'Auckland', 'Check', 'Packing', 'Slip', 'Compile', 'List', 'from', 'Email', 'Folder', 'Daily', 'Inventory', 'Order', 'List', 'Customer', 'Purchase', 'Deliver', 'Shipment', 'to', 'Grenoble', 'Retail', 'Location', 'Deliver', 'Shipment', 'to', 'Grenoble', 'Retail', 'Location', 'Email', 'Flow', 'Email', 'Flow', 'End', 'End', 'End', 'of', 'Day', 'Process', 'End', 'of', 'Day', 'Process', 'Grenoble', 'Grenoble', 'Inventory', '25', 'Full', 'Inventory', '25', 'Full', 'Inventory', 'Receiving', 'Process', 'Inventory', 'Receiving', 'Process', 'from', 'Auckland', 'Kinshasa', 'Kinshasa', 'Misc', 'Email', 'Folders', 'Print', 'Receipt', 'Print', 'Receipt', 'Receive', 'Order', 'from', 'Grenoble', 'Receive', 'Order', 'from', 'Grenoble', 'for', 'Pickup', 'Receive', 'Payment', 'from', 'Customer', 'Receive', 'Payment', 'from', 'Customer', 'Receive', 'Payment', 'from', 'Grenoble', 'Accounts', 'Payable', 'Receive', 'Payment', 'from', 'Grenoble', 'Accounts', 'Payable', 'Receive', 'Shipment', 'of', 'Refill', 'Inventory', 'from', 'Auckland', 'Sales', 'Process', 'S', 'can', 'Products', 'BarCodes', 'Update', 'Inventory', 'Shipment', 'is', 'Correct', 'Shipment', 'is', 'Incorrect'];True
BPMAI;['Answer', 'Question', 'answered', 'Ask', 'Question', 'Crowd', 'Crowd', 'Customer', 'Customer', 'Drop', 'question', 'Evaluate', 'Question', 'Find', 'Workers', 'impossible', 'In', 'form', 'platform', 'not', 'expert', 'enough', 'Not', 'satisfied', 'Platform', 'Platform', 'Rate', 'answer', 'Receive', 'answer', 'Receive', 'workers', 'answer', 'Register', 'question', 'satisfied', 'Send', 'email', 'Send', 'to', 'company', 'Send', 'to', 'user', 'Update', 'Users', 'stat'];True
BPMAI;['Demo', 'Role', 'Task', 'Demo', 'User', 'Task', 'End', 'Start'];True
BPMAI;['1', 'week', '4', 'days', '562011', 'Agree', 'on', 'team', 'field', 'Analyse', 'field', 'and', 'identify', 'p', 'recesses', 'Assign', 'negative', 'points', 'Assign', 'roles', 'in', 'team', 'Assign', 'team', 'to', 'student', 'Check', 'process', 'assign', 'points', 'Check', 'process', 'model', 'Check', 'progress', 'Consult', 'Create', 'one', 'process', 'model', 'Extend', 'their', 'process', 'to', 'Level', '23', 'Fix', 'the', 'process', 'until', 'next', 'session', 'IS', 'MUNI', 'IS', 'MUNI', 'Join', 'team', 'Model', 'OK', 'negative', 'points', 'Not', 'OK', 'pen', 'aliz', 'ace', 'pen', 'aliz', 'ace', 'pen', 'aliz', 'ace', 'Perform', 'a', 'work', 'according', 'to', 'the', 'role', 'positive', 'points', 'present', 'the', 'project', 'Project', 'accepted', 'Project', 'not', 'accepted', 'Student', 'Teacher', 'Team', 'Teamwork', 'process', 'Teamwork', 'process'];True
BPMAI;['Admin', 'Officer', 'Admin', 'Officer', 'Client', 'Registered', 'Contact', 'Client', 'No', 'Registration', 'Check', 'Send', 'to', 'Experienced', 'Team', 'Member', 'SLA', 'Check', 'Yes'];True
BPMAI;['Agreement', 'not', 'met', 'Analyze', 'customer', 'response', 'Approve', 'offered', 'time', 'or', 'suggest', 'own', 'Check', 'for', 'any', 'signals', 'of', 'possible', 'delay', 'from', 'IS', 'Customer', 'Customer', 'CVS', 'employee', 'CVS', 'employee', 'Not', 'possible', 'to', 'agree', 'pickup', 'time', 'Offering', 'accepted', 'Offering', 'not', 'accepted', 'Old', 'pickup', 'time', 'kept', 'Pickup', 'time', 'ne', 'got', 'ation', 'phase', 'reached', 'in', 'process', 'Pickup', 'time', 'agreed', 'Record', 'pickup', 'time', 'in', 'IS', 'Suggest', 'pickup', 'time', 'Write', 'pickup', 'time', 'on', 'scripts'];True
BPMAI;['1', 'hour', 'be', 'for', 'rental', 'period', 'accept', 'suggestion', 'all', 'present', 'Ask', 'for', 'correct', 'data', 'back', 'from', 'customer', 'block', 'rental', 'request', 'if', 'stock', 'is', '30', 'cars', 'Block', 'request', 'and', 'cancel', 'process', 'Branch', 'Manager', 'broken', 'cancel', 'rental', 'process', 'car', 'car', 'in', 'station', 'carnot', 'in', 'station', 'Check', 'customer', 'type', 'Check', 'counter', 'constraints', 'Check', 'request', 'blocking', 'Clean', 'car', 'Cleaning', 'Personnel', 'Clerk', 'Compute', 'price', 'Counter', 'Cancellation', 'Create', 'Order', 'Create', 'Rental', 'Request', 'Customer', 'Customer', 'dont', 'accept', 'suggestion', 'Drive', 'car', 'over', 'rental', 'period', 'Euro', 'rent', 'Euro', 'rent', 'finish', 'rental', 'process', 'finish', 'rental', 'process', 'fulfilled', 'Give', 'out', 'car', 'if', 'resource', 'clerk', 'is', 'available', 'if', '7', 'seat', 'carnot', 'available', 'suggest', 'two', 'cars', 'if', 'blacklist', 'customer', 'price', 'exclude', 'insurance', 'if', 'car', 'is', 'from', 'other', 'station', 'get', 'ownership', 'if', 'partner', 'lookup', 'conditions', 'is', 'partner', 'Look', 'for', 'car', 'in', 'neighbour', 'rental', 'stations', 'Match', 'choice', 'with', 'car', 'stock', 'of', 'rental', 'station', 'no', 'partner', 'not', 'valid', 'Open', 'up', 'stored', 'reservation', 'Organize', 'cars', 'from', 'other', 'rental', 'stations', 'preliminary', 'confirmation', 'proceed', 'if', 'customer', 'record', 'is', 'fine', 'Process', 'order', 'to', 'clerk', 'and', 'save', 'in', 'DB', 'Receive', 'alternative', 'car', 'type', 'Receive', 'cancellation', 'Receive', 'car', 'Receive', 'car', 'Receive', 'car', 'type', 'suggestion', 'Receive', 'electronic', 'confirmation', 'Receive', 'rental', 'confirmation', 'money', 'and', 'drivers', 'license', 'Receive', 'rental', 'request', 'Receive', 'request', 'blocking', 'Return', 'car', 'send', 'blocking', 'send', 'cancellation', 'Send', 'rental', 'confirmation', 'money', 'and', 'drivers', 'license', 'something', 's', 'missing', 'Store', 'record', 'Submit', 'car', 'choice', 'Suggest', 'other', 'car', 'type', 'and', 'or', 'other', 'date', 'Transfer', 'car', 'to', 'rental', 'station', 'valid', 'Validate', 'Customer', 'Data'];True
BPMAI;['Case', 'closed', 'Check', 'case', 'Check', 'reasoning', 'Close', 'case', 'Disagreement', 'deadline', 'reached', 'Disagreement', 'received', 'In', 'sur', 'ant', 'right', 'In', 'suran', 'tsu', 'bro', 'gated', 'Make', 'a', 'booking', 'Make', 'remainder', 'Money', 'rec', 'i', 'ved', 'No', 'No', 'Request', 'for', 'payment', 'Sent', 'to', 'collection', 'agency', 'sub', 'rog', 'ation', 'possible', 'Yes', 'Yes'];True
BPMAI;['Sub', 'process', '1', 'Sub', 'process', '2', 'Sub', 'process', '3', 'Task', '1', 'Task', '2', 'Task', '3', 'Task', '4', 'Task', '5'];True
BPMAI;['allocate', 'Jobs', 'to', 'employee', 'start', 'date', 'to', 'job', 'Record', 'Journal', 'Entries', 'Accounting', 'system', 'Accounting', 'system', 'Allocate', 'jobs', 'Cloud', 'Technology', 'Cloud', 'Technology', 'Company', 'Admin', 'Company', 'Admin', 'Company', 'scheduler', 'Company', 'scheduler', 'continue', 'job', 'uploading', 'Create', 'journal', 'entries', 'from', 'job', 'activity', 'Export', 'Info', 'import', 'journal', 'entries', 'Notify', 'journal', 'entries', 'Receive', 'daily', 'jobs', 'Receive', 'Daily', 'Jobs', 'List', 'Receive', 'job', 'list', 'Rec', 'i', 'cve', 'Data', 'Record', 'activity', 'Record', 'Job', 'activity', 'Request', 'Daily', 'Jobs', 'list', 'Request', 'daily', 'jobs', 'Re', 'tre', 'ive', 'job', 'list', 'Trade', 'man', 'Trade', 'man', 'Transfer', 'Update', 'Journal', 'Entries', 'Upload', 'Info', 'Waite', 'for', 'journal', 'to', 'be', 'created'];True
BPMAI;['Checking', 'resources', 'Checking', 'suitable', 'guests', 'Contacting', 'event', 'provider', 'Default', 'Input', 'Set', 'Default', 'Input', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'Determining', 'contents', 'and', 'conditions', 'Drawing', 'detailed', 'program', 'external', 'event', 'Fix', 'venue', 'and', 'time', 'Fulfilling', 'resources', 'internal', 'event', 'Inviting', 'participants', 'not', 'OK', 'Obtaining', 'standard', 'form', 'OK', 'Plan', 'internal', 'event', 'Planning', 'panel', 'discussion', 'Previous', 'event', 'documentation', 'Previous', 'event', 'documentation', 'Standard', 'form', 'Standard', 'form', 'Verifying', 'speakers'];True
BPMAI;['Enough', 'information', 'no', 'Provide', 'additional', 'details', 'Provide', 'new', 'sales', 'lead', 'Review', 'customer', 'rating', 'Review', 'profitability', 'Review', 'sales', 'lead', 'Store', 'lead', 'in', 'CR', 'M', 'system', 'yes'];True
BPMAI;['Create', 'Job', 'Advertisement', 'Exclusivity', 'Statement', 'Signed', 'No', 'Publish', 'Adverts', 'on', 'Job', 'Sites', 'Send', 'Advert', 'to', 'Other', 'Agencies', 'Yes'];True
BPMAI;['Ac', 'knol', 'edge', 'deferred', 'receipt', 'Airline', 'Airline', 'BC', 'BP', 'BC', 'BP', 'Deferred', 'BC', 'BP', 'Deferred', 'BC', 'BP', 'received', 'Boarding', 'token', 'BC', 'BP', 'Boarding', 'token', 'BC', 'BP', 'Check', 'in', 'Sucessful', 'Check', 'in', 'Sucessful', 'Confirm', 'that', 'Check', 'in', 'is', 'complete', 'Decision', 'to', 'Defer', 'Default', 'Input', 'Set', 'Default', 'Input', 'Set', 'Default', 'Output', 'Set', 'Default', 'Output', 'Set', 'Defer', 'BC', 'BP', 'in', 'order', 'to', 'receive', 'at', 'airport', 'Deferred', 'Passenger', 'Passenger', 'Provide', 'BC', 'BP', 'to', 'passenger', 'Provide', 'B', 'PCP', 'provision', 'to', 'passenger', 'Receive', 'BC', 'BP', 'from', 'airline', 'Received', 'Request', 'BC', 'BP', 'printout', 'immediately', 'Request', 'BC', 'BP', 'through', 'email', 'Request', 'BC', 'BP', 'through', 'fax', 'Request', 'BC', 'BP', 'via', 'mobile', 'Select', '2', 'D', 'barcode', 'Select', 'new', 'field', 'communication', 'device', 'Select', 'option', 'for', 'receiving', 'BC', 'BP'];True
